user_id,recomendations
638,"[1000753, 1133018, 923746, 919534, 1053530]"
640,"[849202, 874972, 995242, 988208, 1088414]"
641,"[874972, 995242, 1104349, 908531, 1028816]"
643,"[1000753, 1133018, 867188, 840601, 981760]"
644,"[874972, 1029743, 821083, 8119093, 989069]"
647,"[874972, 1133018, 951590, 914190, 8090536]"
648,"[1000753, 995242, 903325, 1119051, 1081177]"
650,"[1000753, 1029743, 981760, 1127831, 5569230]"
652,"[1000753, 1029743, 1065061, 832678, 920844]"
653,"[874972, 1133018, 908531, 1053690, 1037840]"
654,"[874972, 1029743, 937413, 9571047, 1077555]"
655,"[1000753, 1127831, 951590, 1044078, 943393]"
656,"[1000753, 995242, 951590, 923746, 5569230]"
658,"[1000753, 1133018, 1075470, 1005186, 895930]"
659,"[874972, 995242, 6391532, 1012284, 991747]"
660,"[1000753, 1133018, 936924, 916122, 1004950]"
661,"[12262978, 1029743, 1127831, 1138292, 1004596]"
662,"[1000753, 981760, 1070272, 908531, 995242]"
663,"[1000753, 981760, 908531, 1053690, 1037894]"
664,"[1000753, 995242, 951590, 909894, 1040371]"
665,"[1000753, 1133018, 5585510, 986912, 866211]"
666,"[1000753, 1029743, 1089066, 1044078, 844179]"
667,"[1000753, 1029743, 860975, 1039156, 1077048]"
668,"[874972, 1029743, 1135460, 1005186, 981760]"
669,"[1000753, 995242, 880427, 1018740, 981760]"
670,"[1000753, 1133018, 933835, 860975, 916122]"
671,"[874972, 1106523, 951590, 1038217, 913490]"
672,"[874972, 1133018, 951590, 961554, 981760]"
673,"[1000753, 995242, 1005186, 916122, 1085154]"
674,"[1000753, 1133018, 844165, 936914, 845109]"
675,"[1000753, 995242, 1127831, 981760, 910673]"
676,"[874972, 995242, 908531, 1015974, 1107553]"
677,"[1000753, 1133018, 972665, 1026118, 1004906]"
679,"[1000753, 1029743, 908531, 914346, 8090521]"
680,"[874972, 1133018, 900586, 832442, 824311]"
681,"[1000753, 1133018, 967461, 982360, 951590]"
684,"[1000753, 1029743, 879689, 847982, 961979]"
685,"[874972, 995242, 961554, 7155863, 845208]"
686,"[1000753, 995242, 981760, 845208, 866211]"
687,"[1000753, 862349, 5569230, 951590, 936924]"
690,"[1000753, 951590, 916122, 1037840, 922561]"
692,"[1004436, 874972, 1029743, 873887, 1060673]"
693,"[1000753, 1106523, 1104349, 1044188, 962229]"
694,"[1000753, 1133018, 1037840, 893501, 1068719]"
695,"[1000753, 1133018, 981760, 1039156, 882496]"
696,"[1000753, 981760, 1126899, 1048483, 923746]"
697,"[1000753, 1029743, 1057260, 992986, 841309]"
698,"[1000753, 995242, 1005186, 981760, 844165]"
699,"[1000753, 1133018, 1058930, 899624, 962229]"
700,"[1000753, 981760, 1127831, 1029743, 1101010]"
701,"[874972, 1029743, 981760, 10344585, 913026]"
702,"[874972, 1058997, 923746, 865456, 8203451]"
703,"[1000753, 1029743, 5569230, 881708, 901776]"
705,"[1000753, 1127831, 995242, 912112, 1004945]"
706,"[1000753, 1133018, 834117, 981760, 9707498]"
707,"[1000753, 1133018, 7025114, 923746, 1044078]"
708,"[1000753, 1133018, 910439, 845208, 981760]"
709,"[874972, 862349, 1075368, 879755, 1092026]"
710,"[1000753, 995242, 1110572, 981760, 1044078]"
711,"[1000753, 1133018, 1068719, 1026118, 983584]"
712,"[874972, 1133018, 1006878, 1056509, 961554]"
713,"[1000753, 995242, 841266, 5569230, 1039156]"
714,"[1000753, 916122, 1126899, 819765, 5568378]"
715,"[1000753, 1127831, 995242, 909894, 1087102]"
716,"[1000753, 995242, 847982, 908504, 916122]"
717,"[1000753, 995242, 861445, 1005186, 986912]"
718,"[874972, 951590, 1005186, 1029743, 1092026]"
719,"[1000753, 995242, 895930, 933835, 819978]"
720,"[1000753, 995242, 1055504, 895268, 863447]"
721,"[1000753, 995242, 1011300, 1107553, 960732]"
722,"[1000753, 1029743, 951590, 916122, 854852]"
723,"[1000753, 995242, 905868, 961554, 968936]"
724,"[1000753, 995242, 6602697, 902856, 857503]"
725,"[874972, 995242, 868764, 962568, 1096036]"
726,"[1000753, 1133018, 838097, 5592931, 907128]"
727,"[1038663, 874972, 995242, 923746, 859075]"
728,"[874972, 1133018, 1042702, 1085604, 9707137]"
729,"[1000753, 1029743, 981760, 1127831, 5569230]"
730,"[1000753, 995242, 8293447, 6979089, 960732]"
731,"[1000753, 1133018, 12172355, 908531, 1107553]"
732,"[1000753, 995242, 893501, 916122, 908531]"
733,"[1000753, 1133018, 5566472, 5569471, 866211]"
734,"[1000753, 1133018, 1127831, 1110142, 997128]"
735,"[1000753, 995242, 1110572, 981760, 890610]"
736,"[1000753, 995242, 1053690, 951590, 918684]"
737,"[1000753, 1029743, 970030, 1092502, 903325]"
740,"[874972, 1133018, 5569230, 1026094, 916122]"
741,"[874972, 1029743, 981760, 1008316, 845208]"
742,"[1000753, 995242, 879755, 6396581, 908531]"
743,"[1000753, 981760, 1059902, 1106523, 923746]"
744,"[874972, 1133018, 951590, 1051323, 1024306]"
745,"[874972, 995242, 1136375, 8203451, 1109014]"
747,"[1000753, 995242, 908531, 1021715, 1005186]"
750,"[1000753, 995242, 844165, 908531, 844179]"
751,"[1000753, 1133018, 844165, 1027168, 932863]"
752,"[874972, 1029743, 5569230, 986912, 1005186]"
753,"[1000753, 1133018, 981760, 1053690, 1128016]"
754,"[1000753, 995242, 1036347, 1005274, 866211]"
755,"[1000753, 1029743, 1005186, 995965, 1063207]"
756,"[1000753, 1133018, 908531, 960984, 916122]"
757,"[1000753, 995242, 962229, 852856, 1044078]"
758,"[1000753, 995242, 841266, 879755, 937614]"
759,"[1000753, 995242, 1005186, 936914, 986912]"
761,"[1000753, 862349, 1028473, 1053690, 914190]"
762,"[874972, 1133018, 1011300, 1063207, 1091365]"
764,"[1000753, 5569230, 981760, 1037863, 9420067]"
765,"[1000753, 995242, 1126895, 845208, 962568]"
766,"[1000753, 1106523, 951590, 903325, 1051516]"
767,"[1000753, 1029743, 841266, 999198, 983584]"
768,"[874972, 1133018, 908531, 1023958, 859075]"
769,"[1000753, 995242, 873964, 859010, 987562]"
770,"[1000753, 1106523, 5569230, 859075, 962229]"
771,"[874972, 1029743, 979707, 868764, 968936]"
772,"[1000753, 1029743, 986912, 1128812, 981760]"
773,"[1000753, 995242, 835973, 909714, 947658]"
774,"[1000753, 1133018, 5981074, 962229, 948119]"
776,"[1000753, 1133018, 1085604, 901762, 981760]"
777,"[1000753, 995242, 6533608, 857503, 1046816]"
779,"[1000753, 1029743, 1057260, 821083, 976199]"
780,"[1000753, 995242, 1026118, 916122, 1092264]"
781,"[1000753, 1029743, 926065, 871061, 910673]"
782,"[1000753, 995242, 1092026, 1014802, 8090521]"
784,"[1000753, 1106523, 1127831, 5569230, 1110572]"
785,"[1000753, 995242, 1037332, 825703, 1039156]"
786,"[874972, 995242, 951590, 981760, 972665]"
787,"[1000753, 995242, 1039156, 5567702, 1082212]"
788,"[1000753, 995242, 1043590, 1044078, 998206]"
789,"[1000753, 1029743, 981760, 1096036, 922561]"
790,"[1000753, 995242, 5569230, 961554, 862488]"
792,"[1000753, 1106523, 908531, 981760, 6602440]"
793,"[1000753, 1127831, 5569230, 995242, 981760]"
794,"[950638, 874972, 1133018, 865026, 981760]"
795,"[1000753, 995242, 981760, 844165, 864532]"
796,"[874972, 1029743, 923746, 969866, 908531]"
797,"[1000753, 1133018, 5569471, 1062128, 986912]"
798,"[874972, 995242, 6534030, 986912, 962568]"
799,"[874972, 995242, 1050851, 860975, 970119]"
800,"[874972, 1133018, 995965, 9677236, 981760]"
801,"[1000753, 1133018, 1053690, 10285141, 914190]"
802,"[1000753, 995242, 951590, 1005186, 1041796]"
803,"[1000753, 1029743, 969866, 5592931, 897306]"
804,"[874972, 1106523, 844165, 908531, 1062966]"
805,"[874972, 1127831, 1029743, 923746, 899624]"
806,"[1000753, 995242, 835243, 5569471, 866211]"
807,"[874972, 1106523, 6034857, 961554, 838186]"
808,"[1000753, 1133018, 844165, 1016800, 1028816]"
809,"[1000753, 995242, 1005186, 889649, 823862]"
811,"[1000753, 1133018, 930917, 1006184, 908531]"
812,"[1000753, 1133018, 923746, 879755, 885290]"
813,"[874972, 995242, 981760, 883932, 932179]"
814,"[1000753, 995242, 1004906, 825365, 6034857]"
816,"[1000753, 1106523, 1075368, 901062, 12577242]"
817,"[1000753, 1029743, 923746, 856345, 961554]"
818,"[1000753, 995242, 942778, 940766, 982955]"
820,"[1000753, 951590, 819765, 947798, 1085604]"
822,"[874972, 1133018, 1005186, 841228, 908531]"
823,"[1000753, 995242, 873964, 1005186, 5585510]"
824,"[1000753, 995242, 1127831, 923746, 1046689]"
825,"[874972, 995242, 951590, 843756, 913210]"
826,"[1000753, 1029743, 961620, 934399, 862826]"
829,"[1000753, 1133018, 960791, 1101010, 909894]"
831,"[874972, 1029743, 923746, 1046584, 951590]"
832,"[1000753, 995242, 981760, 914190, 958137]"
836,"[1000753, 995242, 851287, 911470, 962229]"
838,"[1000753, 995242, 833025, 908531, 1072483]"
839,"[1000753, 995242, 861279, 5568378, 868745]"
840,"[874972, 1133018, 908531, 1060408, 903325]"
841,"[874972, 995242, 1127831, 983584, 1044078]"
842,"[1000753, 1127831, 1002558, 844165, 995242]"
843,"[1000753, 1127831, 940700, 1076875, 1127624]"
844,"[1000753, 1029743, 5566472, 923670, 1127831]"
845,"[874972, 1029743, 981760, 8090537, 951590]"
846,"[829291, 1000753, 1106523, 1053690, 8090521]"
847,"[1000753, 1029743, 1005274, 8203451, 1062128]"
849,"[1000753, 995242, 979707, 961979, 843756]"
850,"[1000753, 1029743, 923746, 878445, 1095700]"
851,"[1000753, 995242, 1036501, 1079023, 986912]"
852,"[1000753, 995242, 1011926, 903325, 901062]"
853,"[1000753, 995242, 821083, 6602729, 871722]"
854,"[1000753, 995242, 1005186, 12946027, 899624]"
855,"[1000753, 1133018, 8119093, 1005186, 986912]"
856,"[1000753, 908531, 995242, 1120362, 923746]"
857,"[1000753, 1133018, 868548, 839262, 885290]"
858,"[1000753, 995242, 1092026, 910473, 902172]"
859,"[874972, 1133018, 1127831, 1075368, 5569230]"
860,"[1000753, 1133018, 893501, 1107553, 1053282]"
861,"[1000753, 995242, 870515, 899624, 5585510]"
862,"[1038663, 1000753, 995242, 1002558, 1043590]"
863,"[1000753, 1133018, 916122, 913490, 1005186]"
864,"[874972, 1133018, 1127831, 981760, 8090521]"
865,"[1000753, 995242, 899624, 7410344, 995876]"
866,"[1000753, 995242, 1061220, 1086740, 908531]"
867,"[1000753, 995242, 908531, 6396581, 986912]"
868,"[874972, 1133018, 8090521, 1022097, 1005186]"
869,"[1000753, 995242, 1068719, 983000, 7410013]"
871,"[1000753, 1133018, 923746, 1125904, 1016709]"
873,"[1000753, 1106523, 1122358, 981760, 845109]"
875,"[1000753, 1029743, 896369, 845208, 890610]"
876,"[874972, 1133018, 855356, 13416351, 916993]"
877,"[1000753, 995242, 981760, 961554, 859427]"
878,"[1000753, 995242, 947798, 1068258, 951590]"
879,"[874972, 995242, 903325, 946995, 916122]"
880,"[5569615, 1000753, 995242, 907128, 1088147]"
881,"[874972, 1133018, 5569230, 9884698, 987724]"
882,"[1000753, 916122, 1106523, 957063, 1083721]"
883,"[1110111, 874972, 1133018, 961554, 1051516]"
884,"[974156, 1000753, 1133018, 1085604, 986912]"
885,"[1000753, 995242, 913490, 923746, 844165]"
886,"[1000753, 1127831, 1070820, 1036501, 981760]"
887,"[1000753, 995242, 1127831, 1130716, 981760]"
888,"[874972, 1133018, 5566472, 856252, 1003188]"
889,"[874972, 995242, 983316, 880427, 935968]"
891,"[1000753, 995242, 945652, 951190, 871722]"
893,"[1000753, 995242, 1127831, 872137, 844165]"
894,"[1000753, 995242, 1051516, 1101956, 845208]"
895,"[1000753, 1029743, 1039781, 999104, 961554]"
896,"[874972, 1029743, 908531, 913210, 1005186]"
897,"[1000753, 995242, 1039156, 5569374, 1125382]"
898,"[1000753, 1133018, 1030362, 995965, 1012284]"
899,"[1000753, 995242, 919534, 951590, 844179]"
900,"[874972, 1029743, 951590, 986912, 1023226]"
901,"[874972, 5569230, 1058997, 923746, 922561]"
903,"[1000753, 1133018, 5569230, 880427, 1138443]"
904,"[1000753, 995242, 979707, 1061220, 1037863]"
905,"[1000753, 995242, 916122, 1101173, 854852]"
906,"[874972, 1029743, 1137507, 5587938, 1048237]"
907,"[1000753, 1029743, 986912, 950550, 981760]"
908,"[1000753, 908531, 1058997, 1057260, 916122]"
909,"[1000753, 1133018, 9935616, 1056509, 976199]"
910,"[1000753, 1133018, 5582712, 1085604, 943393]"
911,"[874972, 995242, 5563693, 903325, 10344585]"
913,"[1000753, 1133018, 1023226, 866211, 1134810]"
914,"[1000753, 995242, 1127831, 1073150, 853643]"
915,"[1000753, 995242, 853354, 1057260, 1068719]"
916,"[874972, 995242, 1075368, 1005186, 1123436]"
919,"[1000753, 981760, 1029743, 937626, 6391532]"
920,"[1000753, 995242, 1092026, 1097001, 8205218]"
922,"[1000753, 1029743, 5569230, 1058404, 1039156]"
923,"[1000753, 1127831, 5569230, 1029743, 981760]"
924,"[1000753, 1133018, 6553737, 1075470, 937791]"
925,"[1000753, 995242, 968936, 870515, 838010]"
926,"[874972, 1029743, 956813, 903325, 993441]"
927,"[1000753, 1029743, 981760, 986912, 961554]"
928,"[1000753, 1133018, 908531, 1101173, 1037863]"
929,"[874972, 1133018, 1010190, 845193, 901543]"
931,"[1000753, 1133018, 1127831, 1031083, 951590]"
932,"[1000753, 995242, 923746, 844165, 7433888]"
933,"[1000753, 1127831, 1106523, 908531, 1092026]"
934,"[1000753, 951590, 862349, 1088147, 961554]"
935,"[1000753, 1029743, 922561, 1056746, 1127831]"
936,"[1000753, 951590, 1029743, 868546, 908531]"
937,"[1000753, 995242, 961554, 1021116, 1020156]"
938,"[1000753, 1029743, 1054216, 1075368, 1068451]"
939,"[874972, 5569230, 1106523, 1092026, 13841744]"
940,"[1000753, 995242, 845193, 936897, 830015]"
941,"[1000753, 1029743, 1005186, 893501, 1126252]"
942,"[874972, 1133018, 1127831, 13842214, 1081582]"
943,"[1000753, 995242, 5592931, 940090, 1053690]"
944,"[1000753, 5569230, 1106523, 951590, 1132771]"
945,"[874972, 1106523, 1127831, 981760, 951590]"
946,"[1000753, 1029743, 923746, 1005186, 909894]"
947,"[874972, 1029743, 5569230, 895930, 1075283]"
949,"[874972, 1133018, 873203, 831390, 933835]"
951,"[1000753, 995242, 871754, 934131, 1116821]"
952,"[1000753, 1133018, 1075368, 1003188, 909894]"
953,"[1000753, 1133018, 981760, 6979427, 935968]"
954,"[1000753, 1029743, 981760, 1127831, 5569230]"
955,"[874972, 1133018, 951590, 1056762, 995876]"
956,"[874972, 995242, 1127831, 923746, 969419]"
957,"[1000753, 1127831, 1005186, 5592931, 986912]"
959,"[1000753, 995242, 1010164, 909894, 845208]"
960,"[1000753, 995242, 1036347, 964520, 886395]"
961,"[1000753, 1133018, 986912, 1005186, 1125123]"
962,"[1000753, 1029743, 5569230, 854754, 981760]"
964,"[1000753, 995242, 8090521, 871337, 1068719]"
965,"[1000753, 995242, 9881834, 893501, 925626]"
966,"[1000753, 995242, 1074754, 838186, 1027569]"
968,"[1000753, 1133018, 961554, 839094, 1075368]"
970,"[1000753, 995242, 1063577, 1122568, 940947]"
971,"[906844, 1000753, 1127831, 995242, 1075368]"
972,"[1000753, 995242, 1107553, 868764, 1136719]"
973,"[1000753, 995242, 981760, 944836, 1009046]"
974,"[1000753, 995242, 951590, 7433888, 5585510]"
975,"[874972, 995242, 981760, 5569471, 910151]"
976,"[1000753, 995242, 1005186, 977344, 5568729]"
977,"[1000753, 1133018, 893501, 1005186, 902396]"
978,"[1000753, 995242, 951590, 916122, 6533608]"
979,"[874972, 981760, 5569230, 1029743, 904236]"
980,"[1000753, 995242, 845208, 923746, 1086252]"
981,"[1000753, 1133018, 1092937, 5582712, 1007210]"
982,"[874972, 862349, 961554, 979877, 5563693]"
983,"[1000753, 1106523, 951590, 834117, 5568378]"
984,"[1000753, 5569230, 903325, 900418, 1029743]"
985,"[874972, 1133018, 962568, 901062, 880150]"
986,"[1000753, 1133018, 873964, 1092026, 908531]"
987,"[874972, 995242, 1127831, 986912, 859075]"
988,"[1000753, 995242, 981760, 908531, 972931]"
989,"[1000753, 1133018, 1127831, 1089766, 908531]"
992,"[1000753, 995242, 1005186, 1063207, 896369]"
993,"[874972, 1029743, 1044078, 8090539, 981760]"
994,"[1000753, 1133018, 958137, 8090521, 1068719]"
996,"[874972, 1106523, 923746, 819978, 854852]"
998,"[1000753, 862349, 1053690, 1037840, 8090537]"
999,"[1000753, 1133018, 983584, 879755, 977545]"
1000,"[1000753, 1029743, 12427353, 986912, 863449]"
1001,"[1000753, 1106523, 1135834, 1125382, 1119051]"
1002,"[1000753, 1029743, 866211, 871756, 863802]"
1004,"[1000753, 1133018, 961620, 859154, 8203451]"
1005,"[874972, 1029743, 981760, 1118533, 979707]"
1006,"[1000753, 995242, 916122, 1057365, 1116821]"
1007,"[1000753, 1106523, 992622, 908531, 5592931]"
1008,"[1000753, 995242, 9526757, 1053690, 1096036]"
1010,"[1000753, 1029743, 9527323, 1091365, 1052912]"
1011,"[874972, 995242, 981760, 855138, 916122]"
1014,"[1000753, 908531, 923746, 995242, 981760]"
1015,"[874972, 1029743, 1005911, 1037332, 909894]"
1016,"[1110111, 1000753, 995242, 866211, 964011]"
1017,"[1000753, 1106523, 1053690, 10204488, 8090537]"
1018,"[1000753, 1133018, 862732, 883068, 1004906]"
1019,"[1000753, 995242, 1028816, 863447, 819840]"
1020,"[874972, 1133018, 977481, 912137, 833724]"
1021,"[1000753, 995242, 981760, 874061, 819330]"
1023,"[1000753, 1029743, 919423, 1123434, 963835]"
1024,"[874972, 1029743, 916122, 1092026, 1097001]"
1025,"[1000753, 981760, 1106523, 8090521, 1045220]"
1027,"[1000753, 1029743, 899624, 1018050, 981760]"
1029,"[1048257, 874972, 995242, 964521, 909750]"
1030,"[1000753, 1029743, 934399, 1051468, 1117393]"
1032,"[1000753, 981760, 1029743, 1127831, 5569230]"
1033,"[874972, 1133018, 1127831, 914190, 1051516]"
1034,"[1000753, 1029743, 981760, 962568, 895268]"
1036,"[1000753, 995242, 936914, 923746, 1067695]"
1037,"[1000753, 995242, 887102, 916122, 1130858]"
1039,"[1000753, 995242, 972665, 5569230, 951590]"
1040,"[874972, 995242, 1093966, 1075368, 6396566]"
1041,"[1000753, 5569230, 1106523, 948832, 1005186]"
1042,"[874972, 1029743, 1036501, 903325, 916122]"
1045,"[1000753, 1133018, 985893, 834117, 1127831]"
1046,"[1000753, 995242, 1005186, 6034857, 823862]"
1047,"[1000753, 1106523, 1108168, 879755, 847982]"
1048,"[1000753, 995242, 10285141, 1037863, 887661]"
1049,"[1000753, 1133018, 981760, 878611, 1005186]"
1050,"[1000753, 1029743, 1127831, 972312, 1044299]"
1051,"[1000753, 995242, 1085604, 1117393, 906509]"
1053,"[1000753, 995242, 981760, 1005186, 962568]"
1054,"[1000753, 1133018, 8203451, 916122, 6553737]"
1055,"[1000753, 1133018, 7025106, 908531, 1004906]"
1056,"[1038663, 1000753, 995242, 972931, 1043590]"
1057,"[1000753, 995242, 892531, 1088147, 1005186]"
1058,"[1000753, 995242, 1085604, 907128, 844165]"
1060,"[874972, 1133018, 981760, 13115579, 5569230]"
1061,"[1000753, 995242, 13841744, 12946027, 8090537]"
1062,"[1000753, 1133018, 1127624, 962229, 1096036]"
1064,"[874972, 995242, 965766, 916122, 828867]"
1065,"[874972, 1127831, 908531, 1106523, 951590]"
1066,"[1000753, 1106523, 896085, 951590, 981760]"
1067,"[874972, 1133018, 859075, 8090532, 866211]"
1068,"[1000753, 995242, 981760, 1025611, 986912]"
1069,"[904129, 1000753, 1106523, 908531, 5569230]"
1070,"[874972, 1106523, 856345, 961554, 981760]"
1071,"[1000753, 981760, 1085604, 1133018, 986912]"
1072,"[874972, 995242, 907662, 916381, 5592931]"
1073,"[1000753, 1029743, 873627, 893400, 1013597]"
1074,"[874972, 1106523, 1005186, 1088147, 10344585]"
1075,"[1000753, 1133018, 1002850, 10149640, 986912]"
1076,"[1000753, 995242, 916122, 8090521, 953561]"
1077,"[1000753, 1133018, 951590, 12731714, 1096036]"
1078,"[1000753, 951590, 1126899, 878996, 5565925]"
1079,"[1000753, 995242, 1127831, 1084036, 969866]"
1080,"[874972, 1127831, 8090537, 1029743, 981760]"
1081,"[874972, 908531, 862349, 899624, 927860]"
1082,"[1000753, 995242, 1051626, 1092026, 1101907]"
1083,"[1000753, 1127831, 5569230, 950894, 1081177]"
1084,"[1000753, 1029743, 951590, 967395, 1122358]"
1085,"[874972, 5569230, 862349, 961554, 908531]"
1086,"[1000753, 1029743, 1008074, 971922, 1126895]"
1088,"[1000753, 1029743, 997011, 1045478, 1066289]"
1089,"[1000753, 995242, 981760, 947798, 1100658]"
1091,"[1000753, 1133018, 1139142, 12302069, 961554]"
1092,"[1000753, 995242, 859075, 1096036, 1067779]"
1093,"[1000753, 1133018, 844165, 845208, 1068719]"
1094,"[874972, 862349, 951590, 981760, 1056762]"
1095,"[1000753, 995242, 1068719, 1018050, 951412]"
1096,"[1000753, 995242, 899682, 1026118, 845208]"
1097,"[1000753, 1029743, 857130, 8090440, 838186]"
1098,"[1000753, 1133018, 9526757, 908531, 5585510]"
1099,"[1000753, 1029743, 868764, 8090521, 5568378]"
1100,"[849202, 1000753, 995242, 1085604, 896085]"
1101,"[1000753, 981760, 908531, 1110572, 8019977]"
1102,"[1000753, 1133018, 5569230, 1086483, 866211]"
1103,"[1000753, 995242, 862535, 855356, 1039156]"
1104,"[1000753, 1029743, 948832, 1039156, 1115576]"
1105,"[1000753, 995242, 957736, 5569230, 970747]"
1106,"[1000753, 1029743, 868764, 888054, 5587938]"
1107,"[1000753, 1029743, 965766, 910032, 1069621]"
1109,"[1000753, 1106523, 1109014, 961554, 859075]"
1110,"[874972, 1133018, 908531, 929018, 8090521]"
1111,"[1000753, 862349, 969419, 1028816, 1003188]"
1112,"[1000753, 1133018, 1026118, 1075368, 961554]"
1113,"[1000753, 1106523, 1116821, 961554, 1028816]"
1114,"[1000753, 995242, 981760, 8090513, 1060673]"
1116,"[1000753, 1133018, 1085604, 8090521, 851241]"
1117,"[1000753, 1127831, 1053690, 1068719, 879504]"
1119,"[874972, 1133018, 1092937, 901062, 8090521]"
1121,"[1000753, 951590, 995242, 981760, 914190]"
1123,"[1000753, 995242, 951590, 981760, 870428]"
1125,"[1000753, 1029743, 857130, 957736, 6391381]"
1126,"[874972, 995242, 1082172, 1038217, 1089954]"
1127,"[1000753, 1133018, 5569230, 858918, 12731714]"
1128,"[1000753, 1133018, 1119051, 995852, 883963]"
1129,"[1021324, 1000753, 1133018, 1028473, 1037332]"
1130,"[1000753, 1127831, 916122, 923746, 1133018]"
1131,"[1000753, 1106523, 1061220, 950206, 981760]"
1133,"[1000753, 1133018, 1076875, 981760, 1055504]"
1134,"[1000753, 995242, 1037863, 1031697, 930917]"
1135,"[1000753, 1133018, 981760, 893018, 1101173]"
1136,"[1000753, 1127831, 962229, 908531, 847982]"
1137,"[1000753, 1106523, 1127831, 1058930, 860975]"
1138,"[1000753, 995242, 932298, 1102959, 897752]"
1140,"[1000753, 995242, 7025114, 916122, 1081177]"
1141,"[1000753, 1133018, 1107553, 1056509, 1095700]"
1142,"[874972, 1029743, 1127831, 1067695, 916122]"
1143,"[1000753, 995242, 983584, 5569230, 957736]"
1145,"[1000753, 908531, 1106523, 1005186, 986912]"
1146,"[1000753, 5569230, 1029743, 912949, 889509]"
1147,"[1000753, 981760, 1106523, 951590, 842140]"
1148,"[1000753, 995242, 1106073, 1026118, 981760]"
1149,"[1000753, 995242, 1026118, 848071, 986912]"
1151,"[982469, 1000753, 995242, 923746, 6602697]"
1152,"[1110111, 1000753, 1133018, 951590, 1085604]"
1154,"[1000753, 1133018, 1053690, 934427, 908531]"
1155,"[1000753, 995242, 1029624, 908531, 1096036]"
1156,"[1000753, 995242, 1007136, 7025496, 1011457]"
1157,"[1000753, 1133018, 855138, 1077048, 951590]"
1158,"[874972, 995242, 1039589, 1124695, 8090521]"
1159,"[1000753, 995242, 7025106, 8090532, 1068719]"
1160,"[1000753, 1127831, 1106523, 8205218, 1044078]"
1163,"[874972, 1133018, 859075, 1056509, 908531]"
1164,"[1000753, 995242, 1011300, 885406, 903325]"
1165,"[1000753, 1029743, 5569471, 944139, 1106073]"
1166,"[1000753, 1133018, 1039156, 967476, 961554]"
1167,"[1000753, 995242, 1062002, 901840, 1127624]"
1168,"[1000753, 5569230, 983584, 1133018, 916122]"
1169,"[1038663, 1000753, 995242, 844165, 859075]"
1170,"[1000753, 995242, 964521, 1110764, 1062128]"
1172,"[1000753, 1127831, 1029743, 1061220, 908531]"
1173,"[1000753, 995242, 13842214, 819927, 833025]"
1174,"[1000753, 5569230, 1106523, 986912, 1005186]"
1175,"[1000753, 995242, 990762, 12384365, 1028891]"
1177,"[1000753, 995242, 1062002, 1127179, 981760]"
1178,"[874972, 1106523, 1127831, 1110142, 1104343]"
1179,"[874972, 1106523, 1056509, 962229, 908531]"
1180,"[1000753, 1133018, 1127831, 923746, 5587656]"
1181,"[1000753, 1127831, 908531, 1029743, 1037840]"
1182,"[1000753, 995242, 1068719, 880150, 1108168]"
1185,"[1000753, 995242, 848319, 914190, 1038217]"
1186,"[1000753, 995242, 6034857, 903800, 1057102]"
1187,"[1000753, 995242, 1038462, 1048462, 910673]"
1188,"[874972, 5569230, 1133018, 1005186, 911502]"
1189,"[904997, 1000753, 1029743, 1053690, 819840]"
1190,"[1000753, 1133018, 8090521, 1119051, 893501]"
1191,"[1000753, 1029743, 951590, 5569230, 1110572]"
1192,"[1000753, 1029743, 1068719, 1081177, 1101173]"
1193,"[1013928, 1000753, 1029743, 919423, 8090521]"
1194,"[1000753, 1029743, 1127831, 1005186, 1044078]"
1195,"[1000753, 1133018, 1075368, 8090521, 1085604]"
1196,"[1000753, 995242, 901062, 873627, 5565202]"
1197,"[874972, 995242, 5569230, 13842214, 951590]"
1198,"[1000753, 995242, 5569230, 13417590, 961554]"
1201,"[1000753, 1133018, 1053690, 1095068, 1110764]"
1202,"[1000753, 995242, 845208, 1127328, 981760]"
1203,"[1000753, 995242, 951590, 1044078, 900697]"
1204,"[1000753, 1127831, 1106523, 1085604, 926905]"
1205,"[1000753, 1133018, 1092026, 951590, 1075368]"
1206,"[874972, 5569230, 1106523, 1096036, 1044078]"
1207,"[1000753, 1029743, 967395, 1108168, 962568]"
1208,"[1000753, 995242, 1038217, 866043, 962229]"
1209,"[1000753, 995242, 1107839, 938319, 5567702]"
1211,"[1000753, 995242, 951590, 6034577, 981760]"
1213,"[1000753, 995242, 859075, 1068719, 1004906]"
1215,"[1000753, 995242, 981760, 866211, 934399]"
1216,"[874972, 1029743, 916122, 946995, 5569230]"
1217,"[1000753, 1127831, 5569230, 1029743, 962229]"
1218,"[1000753, 995242, 961554, 916122, 1027168]"
1219,"[1000753, 1029743, 934369, 850841, 1033234]"
1221,"[1000753, 1133018, 896085, 5585510, 1055504]"
1222,"[1000753, 1029743, 951590, 5569230, 933835]"
1223,"[1000753, 995242, 8090521, 944317, 1005609]"
1224,"[874972, 1106523, 1068719, 953561, 866211]"
1225,"[1000753, 995242, 1092026, 1094352, 954495]"
1226,"[874972, 1029743, 981760, 859075, 1028816]"
1227,"[1000753, 1029743, 981760, 1127831, 5569230]"
1228,"[874972, 908531, 916122, 1106523, 1005186]"
1229,"[874972, 1029743, 1037332, 979707, 916122]"
1231,"[1000753, 1133018, 1110142, 962568, 1021715]"
1234,"[874972, 1029743, 1042702, 10285141, 866211]"
1235,"[1000753, 1029743, 893501, 977854, 892573]"
